CustomerAttributes,Product
"M, F, Graduate Degree, Management, Mid Income, 1-2 kids, 71-80, 0, 1, 2","['LL Road Tire', ""Women's Mountain Shorts, M"", 'Fender Set - Mountain', 'Bike Wash - Dissolver', ""Women's Mountain Shorts, S"", 'AWC Logo Cap', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Long-Sleeve Logo Jersey, S', 'Water Bottle - 30 oz.', 'Mountain Bottle Cage', 'HL Road Tire', 'Road Tire Tube', 'Water Bottle - 30 oz.', 'Patch Kit/8 Patches', 'Fender Set - Mountain', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, XL', 'Mountain Tire Tube', 'Sport-100 Helmet, Blue', 'Mountain Tire Tube', 'Patch Kit/8 Patches']"
"M, F, Graduate Degree, Management, Mid Income, 1-2 kids, 71-80, 2, 1, 1","['Fender Set - Mountain', 'Mountain Bottle Cage']"
"M, F, Graduate Degree, Management, Mid Income, 1-2 kids, 71-80, 2, 1, 4","['Fender Set - Mountain', 'Sport-100 Helmet, Blue', 'Half-Finger Gloves, L', 'Fender Set - Mountain', 'Short-Sleeve Classic Jersey, XL']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 21-30, 4, 1, 1","['Road-650 Black, 52', 'Road-550-W Yellow, 40', 'Sport-100 Helmet, Blue']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 31-40, 4, 0, 1","['Mountain Tire Tube', 'Sport-100 Helmet, Blue', ""Women's Mountain Shorts, L"", 'Water Bottle - 30 oz.', 'AWC Logo Cap']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 31-40, 4, 1, 0","['Touring-1000 Blue, 46', 'Water Bottle - 30 oz.', 'Road Bottle Cage', 'Short-Sleeve Classic Jersey, M', 'Touring Tire Tube', 'Sport-100 Helmet, Black']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 31-40, 4, 1, 1","['Road-150 Red, 62', 'Mountain-100 Silver, 38', 'Road-150 Red, 52', 'Mountain-100 Silver, 38', 'Mountain-200 Black, 38', 'Mountain-200 Silver, 38', 'Mountain-200 Black, 42', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Short-Sleeve Classic Jersey, S', 'AWC Logo Cap', 'Mountain-200 Silver, 42', 'HL Mountain Tire', 'Fender Set - Mountain', 'Short-Sleeve Classic Jersey, L', 'Mountain-200 Silver, 46', 'HL Mountain Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Black', 'ML Road Tire', 'Long-Sleeve Logo Jersey, M', 'AWC Logo Cap', 'Racing Socks, L', 'Touring-1000 Blue, 50', 'Bike Wash - Dissolver', 'Road-250 Black, 52', 'Bike Wash - Dissolver', 'Touring-1000 Yellow, 46', 'Touring Tire Tube', 'Touring Tire', 'Patch Kit/8 Patches', 'Mountain-400-W Silver, 46', ""Women's Mountain Shorts, M"", 'Short-Sleeve Classic Jersey, XL', 'Half-Finger Gloves, L', 'LL Road Tire', 'Patch Kit/8 Patches', 'Bike Wash - Dissolver', 'Touring-1000 Blue, 46', 'Touring-1000 Blue, 50', 'Mountain Bottle Cage', 'Sport-100 Helmet, Blue', 'Half-Finger Gloves, S', 'Mountain-200 Silver, 42', 'Hitch Rack - 4-Bike', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, XL', 'ML Mountain Tire', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Mountain Tire Tube', 'LL Mountain Tire', 'Touring-3000 Blue, 44', 'Water Bottle - 30 oz.', 'Road Bottle Cage', 'Long-Sleeve Logo Jersey, XL', 'Mountain-200 Silver, 46', 'Hydration Pack - 70 oz.', 'Classic Vest, L', 'Mountain-200 Silver, 46', 'HL Mountain Tire', 'Classic Vest, M', 'Fender Set - Mountain', 'Road Tire Tube', 'ML Road Tire', 'Patch Kit/8 Patches', 'LL Mountain Tire', 'Mountain Tire Tube', 'Fender Set - Mountain', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'Short-Sleeve Classic Jersey, M', 'AWC Logo Cap', 'Short-Sleeve Classic Jersey, M', 'AWC Logo Cap']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 31-40, 5, 0, 3","['Road-250 Black, 52', 'Road-350-W Yellow, 44', 'Water Bottle - 30 oz.', 'Road Bottle Cage', 'Hydration Pack - 70 oz.', 'Touring Tire', 'Touring Tire Tube', 'LL Road Tire', 'Patch Kit/8 Patches']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 31-40, 5, 1, 2","['Road Tire Tube', 'Patch Kit/8 Patches', 'HL Mountain Tire', 'Mountain Tire Tube', 'LL Mountain Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Blue', 'All-Purpose Bike Stand', 'HL Mountain Tire', 'Mountain Tire Tube']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 31-40, 5, 1, 3","['LL Road Tire', 'Patch Kit/8 Patches', 'Touring Tire', 'Touring Tire Tube', 'Half-Finger Gloves, M', 'Short-Sleeve Classic Jersey, XL', 'ML Mountain Tire', 'Patch Kit/8 Patches']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 41-50, 0, 1, 2","['Road-150 Red, 52', 'Touring-1000 Yellow, 50', 'Short-Sleeve Classic Jersey, M', 'Road-750 Black, 52', 'LL Road Tire', 'Patch Kit/8 Patches', 'Mountain-500 Silver, 42', 'Mountain Bottle Cage', 'Touring-1000 Blue, 60', 'Sport-100 Helmet, Red']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 41-50, 4, 1, 0","['Water Bottle - 30 oz.', 'Sport-100 Helmet, Red']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 41-50, 5, 0, 2",['Water Bottle - 30 oz.']
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 41-50, 5, 0, 3","['Mountain-100 Black, 44', 'Mountain-200 Black, 42', 'Patch Kit/8 Patches', 'Touring-1000 Blue, 54', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'Sport-100 Helmet, Black', 'LL Mountain Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Red', 'Fender Set - Mountain', 'Short-Sleeve Classic Jersey, S', 'All-Purpose Bike Stand', 'Patch Kit/8 Patches', 'All-Purpose Bike Stand', 'Road Tire Tube', 'All-Purpose Bike Stand']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 41-50, 5, 1, 3","['Mountain-100 Black, 44', 'Mountain-100 Black, 48', 'Short-Sleeve Classic Jersey, M', 'Fender Set - Mountain', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Racing Socks, L', 'Long-Sleeve Logo Jersey, XL', 'LL Mountain Tire', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Bike Wash - Dissolver', 'ML Mountain Tire', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Mountain-200 Silver, 42', 'Mountain-200 Silver, 46', 'Fender Set - Mountain', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, S', 'Half-Finger Gloves, M', 'Fender Set - Mountain', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Road Tire Tube', 'Racing Socks, M', 'Half-Finger Gloves, M', 'Touring-1000 Blue, 54', 'Touring-1000 Blue, 46', 'Touring Tire', 'Touring Tire Tube', 'AWC Logo Cap', 'Touring Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, XL', 'Touring Tire Tube', 'Sport-100 Helmet, Red', 'Half-Finger Gloves, L', 'LL Mountain Tire', 'ML Road Tire', 'Road Tire Tube', 'Sport-100 Helmet, Black', 'Short-Sleeve Classic Jersey, S', 'LL Mountain Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Red', 'LL Mountain Tire', 'Mountain Tire Tube', 'Fender Set - Mountain', 'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 51-60, 0, 1, 2","['Road-150 Red, 52', 'Road-150 Red, 56', 'Road-150 Red, 56', 'Road-150 Red, 62', 'Touring-2000 Blue, 50', 'Sport-100 Helmet, Blue', 'Water Bottle - 30 oz.', 'Sport-100 Helmet, Blue', 'Touring-1000 Yellow, 50', 'Mountain Tire Tube', 'ML Mountain Tire', 'HL Road Tire', 'Road Tire Tube', 'Patch Kit/8 Patches', 'Bike Wash - Dissolver', 'Road-550-W Yellow, 44', 'Short-Sleeve Classic Jersey, XL', 'Mountain-500 Silver, 44', 'Water Bottle - 30 oz.', 'Mountain Bottle Cage', 'Road-550-W Yellow, 42', 'AWC Logo Cap', 'Short-Sleeve Classic Jersey, S', ""Women's Mountain Shorts, L"", 'AWC Logo Cap', 'Road-750 Black, 48', 'Water Bottle - 30 oz.', 'Road Bottle Cage', 'AWC Logo Cap', 'Touring-3000 Blue, 58', 'Road-350-W Yellow, 40', 'Half-Finger Gloves, S', 'Short-Sleeve Classic Jersey, XL', 'ML Mountain Tire']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 61-70, 0, 0, 2","['Road-150 Red, 62', ""Women's Mountain Shorts, S"", 'Mountain Tire Tube', 'Mountain-200 Black, 46', 'Fender Set - Mountain', 'Sport-100 Helmet, Black', 'ML Mountain Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Black', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Road-550-W Yellow, 42', 'Sport-100 Helmet, Blue', 'ML Mountain Tire', 'Patch Kit/8 Patches', 'Road-550-W Yellow, 40', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'Hydration Pack - 70 oz.', 'Road-550-W Yellow, 40', 'Sport-100 Helmet, Black', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Mountain Tire Tube', 'Hitch Rack - 4-Bike', 'Road-350-W Yellow, 48', 'Mountain Tire Tube', 'HL Mountain Tire', 'Sport-100 Helmet, Red', 'Mountain-200 Black, 42', 'HL Mountain Tire', 'Road Tire Tube', 'Patch Kit/8 Patches']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 61-70, 0, 1, 2","['Road-650 Red, 62', 'Mountain-200 Black, 42', 'ML Mountain Tire', 'Mountain Tire Tube', 'Bike Wash - Dissolver', ""Women's Mountain Shorts, L"", 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Racing Socks, M', 'ML Mountain Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Blue', 'Touring Tire Tube', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Hydration Pack - 70 oz.', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Sport-100 Helmet, Black', 'Classic Vest, S', 'Touring Tire Tube', 'Patch Kit/8 Patches', 'Road Tire Tube', 'Classic Vest, S', 'Road-550-W Yellow, 44', 'Short-Sleeve Classic Jersey, XL', 'ML Mountain Tire', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Road-550-W Yellow, 48', 'Long-Sleeve Logo Jersey, S', 'AWC Logo Cap', 'Road-750 Black, 44', 'LL Road Tire', 'Patch Kit/8 Patches', 'Road-750 Black, 44', 'Sport-100 Helmet, Black', 'Water Bottle - 30 oz.', 'Long-Sleeve Logo Jersey, M', 'Road-250 Red, 58', 'HL Road Tire', 'Road Tire Tube', 'Patch Kit/8 Patches', 'Road-750 Black, 48', 'Sport-100 Helmet, Red', 'Water Bottle - 30 oz.', 'Water Bottle - 30 oz.', 'ML Mountain Tire', 'ML Mountain Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Red', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M', 'HL Road Tire', 'Road Tire Tube', 'Patch Kit/8 Patches', 'Mountain-200 Black, 42', 'HL Mountain Tire', 'Mountain Tire Tube', 'Fender Set - Mountain', 'Racing Socks, M', 'Mountain-500 Black, 40', 'Mountain Tire Tube', 'LL Mountain Tire', 'Patch Kit/8 Patches', 'Mountain-500 Black, 40', 'Water Bottle - 30 oz.', 'Mountain Bottle Cage', 'Hydration Pack - 70 oz.', 'Short-Sleeve Classic Jersey, L', ""Women's Mountain Shorts, M"", 'HL Mountain Tire', 'Mountain Tire Tube', 'Fender Set - Mountain', 'Bike Wash - Dissolver', 'Mountain-200 Silver, 38', 'HL Mountain Tire', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Fender Set - Mountain', 'Mountain Bottle Cage', 'LL Mountain Tire', 'Road-550-W Yellow, 44', 'ML Road Tire', 'Road Tire Tube', 'Sport-100 Helmet, Red', 'Mountain Tire Tube', 'ML Mountain Tire', 'Patch Kit/8 Patches', 'Road-350-W Yellow, 42', 'Touring Tire Tube', 'Sport-100 Helmet, Red', 'Road-350-W Yellow, 40', 'AWC Logo Cap', ""Women's Mountain Shorts, L"", 'Long-Sleeve Logo Jersey, M', 'Water Bottle - 30 oz.', 'Long-Sleeve Logo Jersey, M', 'Mountain-200 Black, 38', 'HL Mountain Tire', 'HL Road Tire', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Mountain-200 Silver, 42', 'HL Mountain Tire', 'Mountain Tire Tube', 'Road-550-W Yellow, 38', 'ML Road Tire', 'Road Tire Tube', 'Sport-100 Helmet, Black', 'Mountain-200 Silver, 46', 'AWC Logo Cap', 'Fender Set - Mountain', 'Mountain-200 Silver, 38', 'Water Bottle - 30 oz.', 'Mountain Bottle Cage', 'Bike Wash - Dissolver', 'Mountain-200 Black, 42', 'Classic Vest, L', 'Fender Set - Mountain', ""Women's Mountain Shorts, S"", 'Racing Socks, L', 'Touring-1000 Blue, 50', 'Mountain-200 Silver, 38', 'HL Mountain Tire', 'Mountain Tire Tube', ""Women's Mountain Shorts, M"", 'Long-Sleeve Logo Jersey, XL', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Sport-100 Helmet, Black', ""Women's Mountain Shorts, M""]"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 71-80, 0, 0, 2","['Mountain Tire Tube', 'ML Mountain Tire', 'Water Bottle - 30 oz.', 'AWC Logo Cap']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 71-80, 0, 1, 1","['Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Sport-100 Helmet, Blue', 'Half-Finger Gloves, S']"
"M, F, Graduate Degree, Management, Mid Income, 3-5 kids, 71-80, 0, 1, 2","['Road-150 Red, 52', 'Road-150 Red, 52', 'Road-150 Red, 48', 'Road-250 Red, 48', 'Road-250 Black, 48', 'Road-650 Red, 52', 'Road-550-W Yellow, 40', 'Road-650 Red, 60', 'Mountain-200 Silver, 46', 'Fender Set - Mountain', 'Sport-100 Helmet, Blue', 'Touring-1000 Blue, 60', 'Sport-100 Helmet, Blue', 'Water Bottle - 30 oz.', 'AWC Logo Cap', 'Mountain-200 Silver, 46', 'Fender Set - Mountain', 'Road Tire Tube', 'Sport-100 Helmet, Black', 'Road-750 Black, 58', 'LL Road Tire', 'Road-750 Black, 48', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'AWC Logo Cap', 'ML Mountain Tire', 'Mountain Tire Tube', 'Long-Sleeve Logo Jersey, L', 'ML Mountain Tire', 'Mountain Tire Tube', 'Mountain-500 Silver, 48', 'Patch Kit/8 Patches', 'ML Mountain Tire', 'Patch Kit/8 Patches', 'Mountain-200 Silver, 38', 'Mountain-200 Silver, 46', 'HL Mountain Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Blue', 'Mountain-200 Silver, 46', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Long-Sleeve Logo Jersey, M', 'AWC Logo Cap', 'HL Road Tire', 'Road Tire Tube', 'Patch Kit/8 Patches', 'Touring-2000 Blue, 46', 'Sport-100 Helmet, Red', 'Mountain Tire Tube', 'Mountain-500 Black, 48', 'Mountain Bottle Cage', 'AWC Logo Cap', 'Water Bottle - 30 oz.', 'Mountain-200 Black, 38', 'Fender Set - Mountain', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Hydration Pack - 70 oz.', 'Bike Wash - Dissolver', 'Road-750 Black, 48', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'Mountain Tire Tube', 'HL Mountain Tire', 'Fender Set - Mountain', 'Bike Wash - Dissolver', 'Mountain-200 Silver, 38', 'Mountain Tire Tube', 'HL Mountain Tire', 'Sport-100 Helmet, Red', 'Mountain-200 Silver, 38', 'Sport-100 Helmet, Red', 'Mountain-200 Black, 42', 'Fender Set - Mountain', 'Hydration Pack - 70 oz.', 'Mountain-200 Black, 46', 'HL Mountain Tire', 'Mountain Tire Tube', 'Fender Set - Mountain', 'Racing Socks, L', 'Mountain Tire Tube', 'ML Mountain Tire', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, XL', 'HL Mountain Tire', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'ML Mountain Tire', 'Mountain Tire Tube', 'Mountain-200 Silver, 38', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Long-Sleeve Logo Jersey, S', 'Touring-1000 Blue, 50', 'Sport-100 Helmet, Blue', 'Mountain Tire Tube', 'ML Mountain Tire', 'Patch Kit/8 Patches', 'Mountain-200 Black, 42', 'HL Mountain Tire', 'Mountain Tire Tube', 'Hitch Rack - 4-Bike', 'HL Road Tire']"
"M, F, Graduate Degree, Management, Mid Income, No kids, 31-40, 0, 1, 0","['Mountain-100 Silver, 48', 'Mountain-200 Black, 46', 'Fender Set - Mountain', 'Sport-100 Helmet, Blue', 'Racing Socks, M', 'Touring-1000 Yellow, 50', 'Sport-100 Helmet, Red']"
"M, F, Graduate Degree, Management, Mid Income, No kids, 41-50, 0, 0, 1","['Road-250 Black, 48', 'Road-250 Black, 48', 'Road Bottle Cage']"
"M, F, Graduate Degree, Manual, Low Income, 1-2 kids, 31-40, 0, 1, 0","['Half-Finger Gloves, L', 'Touring Tire Tube', 'ML Road Tire', 'ML Road Tire', 'Patch Kit/8 Patches', 'Hitch Rack - 4-Bike', 'Mountain Tire Tube']"
"M, F, Graduate Degree, Manual, Low Income, 1-2 kids, 41-50, 0, 0, 0","['AWC Logo Cap', 'LL Road Tire']"
"M, F, Graduate Degree, Manual, Low Income, 1-2 kids, 41-50, 0, 1, 0","['Mountain-200 Black, 42', 'Touring Tire Tube', 'Touring Tire', 'HL Mountain Tire', 'Patch Kit/8 Patches', 'Mountain-200 Black, 38', 'HL Mountain Tire', 'Patch Kit/8 Patches', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Mountain Tire Tube', 'ML Mountain Tire', 'Sport-100 Helmet, Black', 'AWC Logo Cap', 'Touring Tire Tube', 'Sport-100 Helmet, Red', 'ML Mountain Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Blue', 'Touring Tire Tube', 'Half-Finger Gloves, S', 'AWC Logo Cap', 'Road Tire Tube', 'Long-Sleeve Logo Jersey, M', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Touring-1000 Yellow, 50', 'Road Bottle Cage', 'Half-Finger Gloves, S', 'Water Bottle - 30 oz.', 'Road Tire Tube', 'Sport-100 Helmet, Blue']"
"M, F, Graduate Degree, Manual, Low Income, No kids, 31-40, 0, 1, 0","['Road-150 Red, 52', 'Road-150 Red, 44', 'Road-250 Black, 44', 'Road-250 Red, 58', 'Touring-3000 Yellow, 54', 'Sport-100 Helmet, Blue', 'Mountain-400-W Silver, 40', 'Long-Sleeve Logo Jersey, XL', 'Mountain-200 Silver, 42', 'Mountain-400-W Silver, 46', 'Long-Sleeve Logo Jersey, L', 'Mountain-200 Black, 46', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Touring-3000 Yellow, 50']"
"M, F, Graduate Degree, Professional, High Income, 3-5 kids, 31-40, 5, 1, 4","['LL Mountain Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Red', 'Road Tire Tube', 'Patch Kit/8 Patches', 'Half-Finger Gloves, M']"
"M, F, Graduate Degree, Professional, Mid Income, 1-2 kids, 21-30, 0, 1, 0","['Road-250 Black, 48', 'Mountain-200 Silver, 42', 'Road-750 Black, 44', 'Road Bottle Cage', 'Fender Set - Mountain', 'Hydration Pack - 70 oz.']"
"M, F, Graduate Degree, Professional, Mid Income, 1-2 kids, 31-40, 0, 0, 0","['Road-250 Black, 44', 'Road-750 Black, 52', 'Sport-100 Helmet, Black', 'Half-Finger Gloves, M', 'Water Bottle - 30 oz.']"
